LotArea,LotFrontage,TotalBsmtSF,BedroomAbvGr,Fireplaces,PoolArea,GarageCars,WoodDeckSF,ScreenPorch,Expensive,MSZoning,Condition1,Heating,Street,CentralAir,Foundation,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,KitchenQual,FireplaceQu,MSSubClass,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,TotRmsAbvGrd,GarageYrBlt,GarageArea,OpenPorchSF,EnclosedPorch,3SsnPorch,MiscVal,MoSold,YrSold,Id,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,BsmtFinType2,HeatingQC,Electrical,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
6897,,1040,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,ALQ,TA,,20,5,8,1962,2010,0,659,0,381,1040,0,0,1040,1,0,1,1,1,6,1962,260,104,0,0,0,4,2010,856,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,Unf,Ex,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
10970,,940,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,Gd,Gd,GLQ,TA,,80,6,6,1978,1978,0,505,435,0,1026,0,0,1026,1,0,1,0,1,5,1981,576,0,34,0,0,10,2008,857,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,1Fam,SLvl,Gable,CompShg,Plywood,HdBoard,None,LwQ,TA,SBrkr,Typ,Detchd,Unf,TA,Fa,Y,WD,Normal
8125,65,702,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,TA,TA,60,6,5,1994,1995,0,0,0,702,702,779,0,1481,0,0,2,1,1,6,1994,343,36,0,0,0,3,2009,858,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,Unf,Gd,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
10400,80,1090,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,Unf,TA,TA,20,7,5,1976,1976,189,0,0,1090,1370,0,0,1370,0,0,2,0,1,6,1976,479,0,0,0,0,6,2009,859,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Unf,TA,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Family
11029,,1054,4,1,0,2,0,222,0,RL,PosA,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Mn,BLQ,Gd,Gd,60,6,7,1968,1984,220,619,0,435,1512,1142,0,2654,1,0,2,1,1,9,1968,619,65,0,0,0,8,2006,860,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Unf,TA,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
7642,55,912,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,BrkTil,Gd,TA,TA,TA,No,Unf,Gd,Gd,50,7,8,1918,1998,0,0,0,912,912,514,0,1426,0,0,1,1,1,7,1925,216,240,0,0,0,6,2007,861,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,Unf,Gd,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
11625,75,1039,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,Mn,BLQ,TA,,190,5,4,1965,1965,0,841,0,198,1039,0,0,1039,1,0,1,1,1,6,1965,504,0,0,0,0,4,2010,862,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,2fmCon,1Story,Hip,CompShg,Plywood,HdBoard,None,Unf,Ex,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
9672,81,1040,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,GLQ,TA,,20,6,5,1984,1985,0,338,0,702,1097,0,0,1097,0,0,2,0,1,6,1986,480,0,0,0,0,5,2010,863,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,None,Unf,TA,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
7931,70,1148,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,,20,5,5,1959,1959,0,1148,0,0,1148,0,0,1148,1,0,1,0,1,6,1959,672,0,0,0,0,7,2009,864,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,None,Unf,TA,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
8640,72,1372,3,0,0,2,0,0,1,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,No,Unf,Gd,,20,7,5,2007,2008,0,0,0,1372,1372,0,0,1372,0,0,2,0,1,6,2008,529,140,0,0,0,5,2008,865,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,New,Partial
8750,,1002,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,,20,5,6,1970,1970,76,828,0,174,1002,0,0,1002,1,0,1,0,1,5,1973,902,0,0,0,0,8,2009,866,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Unf,TA,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
10656,67,1638,3,1,0,3,192,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,Unf,Gd,Gd,20,8,5,2006,2007,274,0,0,1638,1646,0,0,1646,0,0,2,0,1,6,2007,870,80,0,0,0,11,2007,867,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,New,Partial
6970,85,1040,3,0,0,2,168,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,Fa,,20,4,5,1961,1961,0,932,0,108,1120,0,0,1120,1,0,1,1,1,5,1961,544,0,0,0,400,5,2007,868,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,TA,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
14762,,0,2,1,0,2,120,0,0,RL,Feedr,GasA,Pave,Y,Slab,TA,TA,,,,,TA,TA,60,5,6,1948,1950,0,0,0,0,1547,720,53,2320,0,0,2,0,1,7,1979,672,144,0,0,0,5,2006,869,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,None,,Gd,SBrkr,Typ,Attchd,Unf,TA,TA,P,WD,Normal
9938,80,1050,3,1,0,2,156,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA,60,7,5,1993,1994,246,750,0,300,1062,887,0,1949,1,0,2,1,1,8,1993,574,90,0,0,0,6,2010,870,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
6600,60,894,2,0,0,1,0,0,0,RL,PosN,GasA,Pave,N,CBlock,TA,TA,TA,TA,No,Unf,TA,,20,5,5,1962,1962,0,0,0,894,894,0,0,894,0,0,1,0,1,5,1962,308,0,0,0,0,8,2009,871,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,Unf,Gd,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
8750,70,804,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,GLQ,Gd,,60,6,5,1998,1998,116,505,0,299,804,878,0,1682,0,0,2,1,1,7,1998,523,77,0,0,0,6,2010,872,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
8892,74,105,3,0,0,2,196,0,0,RL,Norm,GasA,Pave,Y,Stone,Gd,TA,TA,TA,Av,Unf,Gd,,20,5,7,1953,1996,0,0,0,105,910,0,0,910,0,0,1,0,1,5,1953,414,0,150,0,0,10,2008,873,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,Unf,Gd,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
12144,60,832,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,TA,TA,No,Rec,TA,Gd,40,5,7,1949,1950,0,375,0,457,1036,0,232,1268,0,0,1,0,1,6,1949,288,28,0,0,0,9,2009,874,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,Unf,Gd,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
5720,52,676,3,0,0,1,26,0,0,RM,Artery,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,,50,5,6,1941,1950,0,0,0,676,676,455,0,1131,0,0,1,1,1,5,1941,200,0,0,0,0,8,2009,875,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,Unf,Ex,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Abnorml
9000,75,1184,4,1,0,2,208,0,1,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Ex,Gd,60,8,5,2007,2007,0,64,0,1120,1184,1426,0,2610,0,0,2,1,1,11,2007,550,364,0,0,0,8,2007,876,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,Unf,Ex,SBrkr,Typ,BuiltIn,Fin,TA,TA,Y,New,Partial
25286,94,1064,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,Gd,ALQ,TA,,20,4,5,1963,1963,0,633,0,431,1040,0,0,1040,1,0,1,0,1,5,1963,648,0,0,0,0,1,2007,877,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,Unf,Gd,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
8834,74,1462,4,1,0,3,184,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,No,GLQ,Ex,Gd,60,9,5,2004,2005,216,1170,0,292,1462,762,0,2224,1,0,2,1,1,10,2004,738,0,0,0,0,6,2009,878,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
11782,88,1109,3,0,0,2,192,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,ALQ,Gd,,85,5,7,1961,1995,0,899,0,210,1155,0,0,1155,1,0,1,0,1,6,1987,576,0,0,0,400,6,2010,879,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,Unf,TA,SBrkr,Min2,Detchd,Unf,TA,TA,Y,WD,Normal
7000,,864,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,Gd,TA,TA,No,ALQ,TA,,20,5,8,1978,2005,90,646,0,218,864,0,0,864,1,0,1,0,1,6,1978,336,0,0,0,0,7,2009,880,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
7024,60,1090,2,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Ex,Gd,No,ALQ,TA,,20,5,5,2005,2006,0,980,0,110,1090,0,0,1090,1,0,1,1,1,5,2005,450,49,0,0,0,6,2007,881,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Gd,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
13758,44,1156,3,1,0,2,168,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,Gd,Gd,TA,Mn,LwQ,Gd,TA,50,7,5,1990,1991,117,902,0,254,1187,530,0,1717,0,0,2,1,1,7,1990,400,36,0,0,0,4,2007,882,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
9636,,808,3,1,0,2,342,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,TA,TA,60,6,5,1992,1993,0,0,0,808,808,785,0,1593,0,0,2,1,1,7,1993,389,40,0,0,0,12,2009,883,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Gd,SBrkr,Typ,BuiltIn,RFn,TA,TA,Y,WD,Normal
6204,60,795,5,0,0,1,0,0,0,RL,Norm,GasA,Pave,N,PConc,Gd,TA,TA,Fa,No,Unf,TA,,75,4,5,1912,1950,0,0,0,795,954,795,481,2230,1,0,1,0,1,10,1997,440,188,0,0,0,3,2006,884,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,1Fam,2.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,Unf,TA,SBrkr,Typ,Detchd,Unf,TA,Gd,Y,WD,Normal
7150,65,892,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,,20,5,5,1967,1967,60,432,0,460,892,0,0,892,0,0,1,0,1,5,1967,288,0,0,0,0,7,2009,885,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Unf,TA,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
5119,50,1698,2,1,0,2,97,0,1,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Av,GLQ,Gd,TA,120,9,5,1999,2000,60,1238,0,460,1709,0,0,1709,1,0,2,0,1,5,1999,506,65,0,0,0,1,2008,886,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,CWD,Abnorml
8393,70,1626,4,0,0,2,272,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,TA,,90,5,5,1959,2005,122,528,0,1098,1712,0,0,1712,0,0,2,0,2,8,2005,588,54,0,0,0,6,2006,887,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Duplex,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Family
16466,59,816,3,0,0,1,121,265,0,RL,Norm,GasA,Pave,Y,PConc,TA,Gd,TA,TA,No,Unf,TA,,50,5,7,1955,1955,0,0,0,816,872,521,0,1393,0,0,1,1,1,8,1955,300,0,0,0,0,4,2008,888,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Unf,TA,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
15865,95,2217,4,1,0,2,81,224,1,RL,Norm,GasA,Pave,Y,PConc,Gd,Gd,TA,Gd,Gd,ALQ,Gd,TA,20,8,6,1970,1970,0,351,823,1043,2217,0,0,2217,1,0,2,0,1,8,1970,621,207,0,0,0,10,2007,889,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,Rec,Ex,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
12160,128,1505,2,1,0,2,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,TA,20,6,4,1953,1953,90,1024,0,481,1505,0,0,1505,1,0,1,0,1,6,1953,505,0,0,162,0,2,2009,890,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
8064,60,672,3,1,0,2,0,0,0,RL,Artery,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,Mn,Unf,TA,Po,50,5,7,1949,2006,0,0,0,672,672,252,0,924,0,0,1,0,1,6,2003,576,0,0,0,2000,7,2007,891,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Unf,Ex,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
11184,70,918,3,1,0,2,243,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,TA,TA,60,6,5,1978,1978,92,226,500,192,918,765,0,1683,0,0,2,1,1,7,1978,440,0,0,0,0,7,2009,892,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Rec,Gd,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
8414,70,1059,3,0,0,1,192,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,GLQ,TA,,20,6,8,1963,2003,0,663,0,396,1068,0,0,1068,0,1,1,0,1,6,1963,264,0,0,0,0,2,2006,893,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,Unf,TA,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
13284,,1383,3,1,0,1,511,0,0,RL,PosN,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Mn,BLQ,TA,Gd,20,5,5,1954,1954,0,1064,0,319,1383,0,0,1383,1,0,1,0,1,6,1954,354,116,0,0,0,6,2008,894,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,None,Unf,TA,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
7018,64,0,4,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,Slab,TA,TA,,,,,TA,,90,5,5,1979,1979,0,0,0,0,1535,0,0,1535,0,0,2,0,2,8,1979,400,0,0,0,0,6,2009,895,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,,TA,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Alloca
7056,71,780,4,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,TA,60,6,5,1963,1963,415,400,0,380,983,813,0,1796,1,0,1,1,1,8,1963,483,50,0,0,0,10,2008,896,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Unf,TA,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
8765,50,951,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,N,BrkTil,TA,TA,TA,TA,No,ALQ,TA,,30,4,6,1936,1950,0,285,0,666,951,0,0,951,0,0,1,0,1,6,1936,327,28,0,0,0,4,2006,897,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Unf,Ex,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Abnorml
7018,64,0,6,0,0,2,154,0,0,RL,Feedr,GasA,Pave,Y,Slab,TA,TA,,,,,TA,,90,5,5,1979,1979,0,0,0,0,1120,1120,0,2240,0,0,2,0,2,12,1979,528,0,0,0,0,6,2009,898,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Duplex,2Story,Gable,CompShg,Plywood,Plywood,None,,TA,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Alloca
12919,100,2330,2,2,0,3,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Gd,GLQ,Ex,Gd,20,9,5,2009,2010,760,2188,0,142,2364,0,0,2364,1,0,2,1,1,11,2009,820,67,0,0,0,3,2010,899,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,New,Partial
6993,65,912,3,1,0,1,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,TA,20,5,7,1961,1994,0,465,0,447,1236,0,0,1236,0,0,1,0,1,6,1961,288,0,0,0,0,6,2006,900,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,Unf,TA,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
7340,,858,2,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,,20,4,6,1971,1971,0,322,0,536,858,0,0,858,0,0,1,0,1,4,1979,684,0,0,0,0,6,2007,901,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,Unf,TA,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
8712,64,992,2,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,Mn,BLQ,TA,,20,5,7,1957,2000,0,860,0,132,1306,0,0,1306,1,0,1,0,1,5,1968,756,0,0,0,0,5,2009,902,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,Unf,TA,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
7875,63,783,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,Gd,60,7,5,2003,2003,0,0,0,783,807,702,0,1509,0,0,2,1,1,8,2003,393,75,0,0,0,7,2006,903,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
14859,50,1670,3,1,0,3,144,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,Gd,20,7,5,2006,2006,27,0,0,1670,1670,0,0,1670,0,0,2,0,1,7,2006,690,60,0,0,0,8,2006,904,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,New,Partial
6173,,876,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,GLQ,TA,,20,5,6,1967,1967,75,599,0,277,902,0,0,902,0,0,1,0,1,6,1967,288,0,0,0,0,8,2007,905,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,Unf,TA,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
9920,80,1056,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,,20,5,5,1954,1954,110,354,290,412,1063,0,0,1063,1,0,1,0,1,6,1954,280,0,164,0,0,2,2010,906,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,Stone,LwQ,TA,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
13501,116,1623,3,1,0,3,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd,20,8,5,2006,2006,208,63,0,1560,1636,0,0,1636,1,0,2,0,1,8,2006,865,60,0,0,0,6,2007,907,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
11500,86,1017,3,1,0,1,0,322,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,Gd,TA,No,Rec,Gd,Gd,50,7,7,1936,1987,0,223,0,794,1020,1037,0,2057,0,0,1,1,1,6,1936,180,0,0,0,0,6,2006,908,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,BrkFace,None,Unf,Gd,SBrkr,Typ,Attchd,Fin,Fa,TA,Y,WD,Normal
8885,,864,2,0,0,2,164,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Av,BLQ,TA,,20,5,5,1983,1983,0,301,324,239,902,0,0,902,1,0,1,0,1,5,1983,484,0,0,0,0,6,2006,909,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,ALQ,TA,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
12589,149,742,3,1,0,2,36,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,Gd,60,6,5,2005,2005,0,0,0,742,742,742,0,1484,0,0,2,1,1,8,2005,390,24,0,0,0,6,2009,910,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
11600,80,1105,5,0,0,2,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,,90,5,5,1960,1960,361,443,0,662,1105,1169,0,2274,0,0,2,0,2,12,1960,480,0,0,0,0,1,2010,911,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Unf,TA,FuseA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
